|                                                      filename |                author | commits |  last date |
|          scipy/sparse/linalg/eigen/arpack/ARPACK/UTIL/cvout.f |                wnbell |       1 | 2008-02-27 |
|          scipy/sparse/linalg/eigen/arpack/ARPACK/UTIL/dmout.f |                wnbell |       1 | 2008-02-27 |
|          scipy/sparse/linalg/eigen/arpack/ARPACK/UTIL/dvout.f |                wnbell |       1 | 2008-02-27 |
|         scipy/sparse/linalg/eigen/arpack/ARPACK/UTIL/icnteq.f |                wnbell |       1 | 2008-02-27 |
|          scipy/sparse/linalg/eigen/arpack/ARPACK/UTIL/icopy.f |                wnbell |       1 | 2008-02-27 |
|           scipy/sparse/linalg/eigen/arpack/ARPACK/UTIL/iset.f |                wnbell |       1 | 2008-02-27 |
|          scipy/sparse/linalg/eigen/arpack/ARPACK/UTIL/iswap.f |                wnbell |       1 | 2008-02-27 |
|          scipy/sparse/linalg/eigen/arpack/ARPACK/UTIL/ivout.f |                wnbell |       1 | 2008-02-27 |
|          scipy/sparse/linalg/eigen/arpack/ARPACK/UTIL/smout.f |                wnbell |       1 | 2008-02-27 |
|          scipy/sparse/linalg/eigen/arpack/ARPACK/UTIL/svout.f |                wnbell |       1 | 2008-02-27 |
|          scipy/sparse/linalg/eigen/arpack/ARPACK/UTIL/zmout.f |                wnbell |       1 | 2008-02-27 |
|          scipy/sparse/linalg/eigen/arpack/ARPACK/UTIL/zvout.f |                wnbell |       1 | 2008-02-27 |
|                           scipy/fftpack/src/dfftpack/dcosqb.f |      David Cournapeau |       1 | 2008-11-01 |
|                           scipy/fftpack/src/dfftpack/dcosqf.f |      David Cournapeau |       1 | 2008-11-01 |
|                           scipy/fftpack/src/dfftpack/dcosqi.f |      David Cournapeau |       1 | 2008-11-01 |
|                            scipy/fftpack/src/dfftpack/dcost.f |      David Cournapeau |       1 | 2008-11-01 |
|                           scipy/fftpack/src/dfftpack/dcosti.f |      David Cournapeau |       1 | 2008-11-01 |
|                            scipy/fftpack/src/dfftpack/dfftb.f |      David Cournapeau |       1 | 2008-11-01 |
|                           scipy/fftpack/src/dfftpack/dfftb1.f |      David Cournapeau |       1 | 2008-11-01 |
|                            scipy/fftpack/src/dfftpack/dfftf.f |      David Cournapeau |       1 | 2008-11-01 |
